Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Median Pitch,Mean Pitch ,Standard deviation,Number of pulses,Number of periods,Class information
0.826,0.000057271,0.244,0.314,0.733,6.756,0.71,2.401,3.13,8.069,7.203,135.996,146.796,52.467,158,155,0
0.636,0.000044985,0.259,0.306,0.777,5.871,0.574,2.827,3.202,4.674,8.482,139.577,141.066,6.278,123,121,0
1.251,0.000073673,0.542,0.474,1.627,4.439,0.579,1.482,2.228,4.06,4.445,174.893,169.333,21.342,111,106,0
1.726,0.000137912,0.925,0.756,2.774,9.162,0.907,4.037,5.087,9.83,12.112,124.928,124.761,3.226,38,37,0
3.322,0.000265834,1.813,1.574,5.44,10.73,1.069,3.848,4.321,10.846,11.544,125.639,124.813,4.385,38,36,0
2.58,0.0002018,1.4,1.137,4.201,12.833,1.13,5.352,7.151,16.224,16.055,126.179,125.896,10.314,30,28,0
1.255,0.000097132,0.617,0.841,1.852,9.754,0.998,2.578,3.534,6.537,7.734,125.425,128.765,12.18,36,34,0
1.352,0.000107367,0.642,0.669,1.925,10.638,1.051,4.462,5.287,8.845,13.386,126.553,126.198,2.931,33,32,0
1.71,0.000137256,0.719,0.723,2.158,11.884,1.193,5.383,6.126,10.362,16.149,124.844,124.792,3.533,60,57,0
1.358,0.000107753,0.711,0.799,2.133,16.032,1.481,6.486,7.864,20.864,19.459,126.83,126.171,2.75,64,62,0
2.881,0.000229674,1.459,1.548,4.377,13.153,1.237,5.753,5.33,12.245,17.26,124.624,125.203,3.506,48,45,0
4.53,0.000338362,2.068,1.7,6.204,16.859,1.458,8.238,10.278,18.942,24.714,131.502,132.05,10.417,56,51,0
2.713,0.000232503,1.338,1.665,4.015,17.831,1.44,10.87,7.182,19.845,32.61,115.27,117.005,8.503,27,25,0
3.53,0.000264308,1.587,1.816,4.76,15.184,1.533,6.766,9.085,22.307,20.299,138.732,133.696,14.732,75,69,0
1.783,0.000139715,0.768,0.817,2.305,12.51,1.165,5.424,7.75,14.616,16.271,125.823,128.03,9.189,159,155,0
2.678,0.000190832,1.246,1.43,3.738,11.707,1.233,4.235,6.464,13.6,12.706,134.759,140.746,30.896,135,130,0
4.12,0.000300777,1.747,1.863,5.24,11.211,1.176,4.628,7.396,8.932,13.885,139.792,137.406,14.445,146,140,0
2.893,0.000207398,1.142,1.864,3.426,15.758,1.303,7.93,10.494,12.021,23.79,137.721,140.414,8.278,40,37,0
2.263,0.000172779,1.115,1.451,3.346,10.785,1.051,4.842,7.033,14.623,14.526,129.596,130.714,11.78,63,62,0
3.001,0.000230688,1.218,1.497,3.655,11.306,1.176,4.793,7.1,13.794,14.38,131.757,129.571,7.61,54,51,0
2.272,0.000181749,0.81,1.256,2.43,15.819,1.42,7.219,8.526,12.975,21.656,125.537,124.356,9.629,60,59,0
2.16,0.000164715,1.103,1.308,3.31,9.462,1.026,3.588,6.103,11.496,10.763,134.017,131.198,7.239,63,60,0
2.24,0.000174853,1.032,0.877,3.096,13.121,1.232,5.239,8.406,6.436,15.718,127.641,128.207,8.95,43,41,0
1.035,0.000078847,0.467,0.571,1.401,9.18,0.81,3.741,5.851,9.857,11.224,131.552,131.129,3.269,47,46,0
2.473,0.000183075,1.188,1.352,3.563,13.467,1.215,6.117,11.419,12.587,18.35,126.694,136.555,35.128,60,56,0
1.504,0.000126624,0.636,0.702,1.908,11.673,1.099,6.175,7.22,12.125,18.525,113.106,118.535,12.189,50,49,0
0.424,0.000021307,0.225,0.246,0.676,3.299,0.3,1.807,1.868,2.248,5.421,198.884,198.873,3.526,575,574,0
0.281,0.000013465,0.144,0.169,0.431,2.468,0.222,1.24,1.55,1.981,3.721,209.322,209.015,2.832,351,350,0
0.589,0.000024099,0.267,0.284,0.802,2.171,0.223,1.089,1.281,1.51,3.268,244.353,244.455,11.771,497,495,0
2.931,0.000157967,1.607,0.876,4.822,7.811,0.717,3.741,4.497,5.691,11.224,179.872,186.367,15.164,45,44,0
1.707,0.00009156,0.808,0.89,2.424,7.836,0.745,2.785,3.725,5.961,8.355,184.495,184.253,4.752,32,31,0
1.077,0.000057894,0.562,0.567,1.686,7.017,0.646,3.171,4.896,7.518,9.513,185.543,174.251,30.636,26,24,0
2.361,0.000130544,1.343,1.412,4.029,9.095,0.901,4.266,5.46,6.776,12.799,179.738,180.933,11.647,43,42,0
1.049,0.000062616,0.509,0.416,1.526,6.656,0.574,3.312,3.57,4.488,9.937,178.101,158.025,36.884,34,32,0
1.638,0.000091507,0.733,0.74,2.198,9.676,0.9,4.858,6.082,9.206,14.573,176.444,179.319,11.043,64,62,0
2.325,0.000130933,1.01,1.316,3.031,11.346,1.059,5.484,6.512,12.038,16.453,173.945,177.602,14.986,65,63,0
3.585,0.000203342,1.714,1.22,5.141,12.731,1.118,5.979,8.312,10.3,17.938,173.692,175.658,11.862,38,35,0
3.512,0.000184804,1.772,1.837,5.315,15.586,1.565,7.427,10.943,19.376,22.282,195.038,192.411,20.783,62,60,0
4.601,0.000251049,2.444,2.208,7.331,17.537,1.719,9.067,9.758,13.883,27.2,183.581,185.729,20.102,33,32,0
3.052,0.000131686,1.221,1.187,3.663,12.722,1.059,4.443,6.923,11.258,13.33,216.379,235.09,72.936,168,157,0
1.835,0.000086104,0.682,0.965,2.046,9.147,1.049,3.214,5.215,11.019,9.642,204.647,209.006,41.972,209,204,0
2.128,0.000090816,0.816,0.985,2.447,9.325,0.906,3.404,5.127,10.683,10.212,223.879,235.497,32.66,154,150,0
2.998,0.000129109,1.284,1.403,3.851,13.309,1.332,4.402,7.414,13.614,13.206,224.473,234.837,34.62,174,163,0
4.312,0.00018282,1.822,2.004,5.466,13.348,1.277,4.177,7.875,16.787,12.53,226.668,239.073,32.946,62,59,0
1.242,0.000055094,0.444,0.501,1.331,5.773,0.612,2.165,3.168,5.59,6.494,217.884,224.905,20.8,89,88,0
2.673,0.000117721,1.211,1.628,3.634,9.258,1.125,3.482,5.362,11.259,10.447,223.193,226.175,20.469,110,108,0
1.375,0.000061552,0.453,0.62,1.359,10.342,1.004,3.76,6.414,9.473,11.281,213.245,221.65,27.672,100,96,0
2.346,0.000102068,0.863,1.147,2.589,13.162,1.223,5.465,8.478,11.995,16.394,211.158,230.15,37.286,93,91,0
1.795,0.000075043,0.787,0.671,2.36,9.891,1.036,3.336,5.593,12.474,10.009,244.359,239.036,40.153,78,76,0
1.713,0.000068399,0.624,0.833,1.872,6.586,0.652,3.031,4.422,7.513,9.093,231.192,250.044,50.028,82,81,0
1.739,0.000072378,0.745,0.844,2.236,14.745,1.342,5.438,7.894,13.413,16.313,228.008,241.954,45.956,93,91,0
1.433,0.000072186,0.612,0.679,1.837,8.168,0.814,3.425,4.951,7.393,10.274,199.305,199.062,20.164,68,67,0
0.376,0.000015856,0.185,0.196,0.555,2.8,0.257,1.526,1.696,2.047,4.577,233.7,236.866,10.528,234,233,0
0.208,0.000009235,0.084,0.097,0.252,2.72,0.239,1.552,1.663,2.025,4.656,223.966,225.13,6.419,162,161,0
1.508,0.000062283,0.881,0.903,2.644,14.475,1.399,7.545,9.224,9.197,22.635,240.482,242.031,9.853,148,147,0
2.399,0.000100506,1.028,0.895,3.084,4.97,0.606,1.52,2.335,4.097,4.56,228.127,241.824,63.71,66,61,0
1.95,0.000094258,0.66,0.674,1.981,5.987,0.655,1.51,2.474,4.6,4.531,205.834,208.733,19.397,100,98,0
3.272,0.000133318,1.59,1.98,4.771,6.057,0.798,2.361,3.171,6.4,7.084,232.515,242.585,64.431,84,82,0
1.442,0.000068244,0.483,0.513,1.448,4.352,0.485,1.951,1.837,1.801,5.853,216.286,210.605,14.184,62,61,0
1.01,0.000048693,0.233,0.295,0.698,4.616,0.467,1.998,2.624,2.902,5.994,212.584,208.129,14.093,58,57,0
1.4,0.000073572,0.568,0.631,1.704,13.607,1.24,6.312,6.391,10.965,18.937,186.489,191.357,17.462,89,87,0
1.306,0.000069769,0.491,0.565,1.472,7.261,0.794,1.815,2.702,5.42,5.444,184.614,187.199,18.291,94,92,0
1.365,0.000058667,0.413,0.445,1.24,7.939,0.818,2.363,3.763,6.708,7.089,229.431,234.377,36.209,95,93,0
1.069,0.000043587,0.335,0.381,1.005,8.777,0.726,3.891,4.474,4.529,11.673,244.398,245.478,42.856,89,87,0
1.01,0.00004878,0.201,0.217,0.603,7.729,0.863,2.242,3.985,9.939,6.726,219.366,207.616,26.564,52,51,0
1.364,0.000051217,0.513,0.475,1.539,7.124,0.679,2.554,3.381,5.115,7.661,252.09,267.206,55.9,324,318,0
1.179,0.000051446,0.374,0.384,1.123,6.581,0.71,2.382,3.152,6.548,7.147,218.919,229.785,36.605,286,283,0
1.392,0.000059828,0.437,0.48,1.31,6.627,0.71,2.571,3.526,6.321,7.713,224.039,234.976,34.788,236,231,0
2.195,0.000095729,0.989,1.13,2.966,11.1,1.029,4.25,5.303,8.649,12.751,214.537,230.859,64.197,260,253,0
2.519,0.00009691,0.824,0.941,2.471,11.938,1.12,4.785,6.727,8.748,14.356,255.188,261.013,49.469,70,67,0
0.987,0.00004156,0.333,0.321,0.999,9.035,0.881,3.499,4.579,8.637,10.497,225.809,240.111,32.146,118,117,0
1.284,0.000054335,0.487,0.508,1.461,10.171,0.985,3.933,4.544,8.348,11.8,221.749,235.014,27.628,106,102,0
0.993,0.000043678,0.451,0.507,1.352,6.611,0.74,2.714,3.304,5.317,8.143,208.758,228.006,32.455,135,133,0
2.116,0.000091848,0.959,1.12,2.878,7.763,0.975,2.409,3.57,6.782,7.226,212.35,230.792,43.158,123,121,0
1.286,0.000052682,0.451,0.465,1.353,6.316,0.686,2.142,2.667,5.547,6.426,247.463,244.478,50.985,85,83,0
1.139,0.000044483,0.434,0.534,1.303,6.937,0.783,2.19,3.963,8.424,6.569,229.162,256.126,39.484,142,141,0
1.25,0.000051356,0.384,0.597,1.152,6.342,0.653,2.456,3.364,6.043,7.369,233.293,244.512,54.247,182,181,0
0.742,0.00002917,0.194,0.254,0.582,4.452,0.465,1.626,2.697,5.338,4.879,230.419,255.161,47.109,111,110,0
0.289,0.000012204,0.144,0.144,0.431,2.808,0.295,1.551,1.668,1.85,4.653,233.502,238.535,35.73,477,472,0
0.291,0.000012654,0.159,0.149,0.476,2.343,0.261,1.204,1.393,1.673,3.611,229.295,230.341,6.198,330,329,0
0.41,0.000017607,0.221,0.158,0.663,3.087,0.299,1.653,1.832,2.044,4.959,232.306,232.562,7.3,273,272,0
3.088,0.00015765,1.67,1.511,5.009,9.483,1.173,3.834,5.938,10.465,11.503,194.15,195.676,7.778,83,82,0
2.94,0.000145978,1.679,1.467,5.037,8.897,1.008,3.63,5.168,8.826,10.889,200.883,201.122,4.133,78,76,0
3.665,0.000183066,2.221,1.947,6.663,9.303,1.076,3.337,4.86,10.158,10.011,199.442,198.833,3.674,46,45,0
0.5,0.000027196,0.209,0.147,0.626,4.709,0.521,1.266,2.036,3.843,3.797,185.098,183.96,3.548,39,38,0
3.202,0.000137684,1.607,1.35,4.821,8.516,1.071,3.559,5.425,8.578,10.677,183.742,234.742,102.665,78,73,0
1.289,0.000073147,0.623,0.686,1.87,8.825,0.985,4.266,4.489,6.351,12.797,173.326,175.453,10.164,86,84,0
2.379,0.000134108,1.247,1.234,3.74,12.973,1.243,6.222,8.591,10.524,18.666,176.064,177.895,16.806,86,84,0
1.116,0.000061524,0.569,0.554,1.708,11.99,1.212,6.208,7.889,10.829,18.623,177.205,181.754,10.642,59,57,0
1.241,0.000066946,0.463,0.534,1.39,8.983,0.941,3.623,5.338,8.658,10.868,188.081,185.888,23.11,60,58,0
3.353,0.000205844,1.38,0.992,4.141,9.438,0.952,4.092,5.294,8.991,12.276,172.811,163.933,18.058,32,31,0
4.407,0.00018286,2.076,2.377,6.229,11.506,1.226,4.686,6.447,9.374,14.058,218.399,242.25,68.183,200,192,0
1.178,0.000054766,0.528,0.697,1.583,7.296,0.751,3.254,4.538,7.227,9.761,214.228,215.224,18.739,267,264,0
2.074,0.000089306,0.906,0.964,2.717,8.731,0.967,3.724,5.376,9.283,11.171,225.943,233.135,35.812,231,226,0
3.252,0.000146686,1.583,1.962,4.75,10.463,1.179,5.131,6.486,7.027,15.392,220.182,223.517,22.3,186,181,0
2.521,0.000116073,1.078,1.522,3.235,11.33,1.295,5.349,6.892,13.278,16.047,209.312,216.385,15.127,66,64,0
2.057,0.000101307,1.044,1.044,3.131,13.612,1.259,5.936,8.61,10.447,17.807,195.686,203.67,25.15,98,96,0
2.351,0.000114511,1.268,1.213,3.803,8.516,0.937,3.071,4.937,7.626,9.212,199.567,204.643,18.755,91,89,0
1.212,0.000061882,0.662,0.606,1.986,8.427,0.979,3.596,5.029,7.992,10.787,187.459,195.868,21.888,94,93,0
2.489,0.000119107,1.197,1.016,3.592,8.555,0.955,3.95,4.817,6.337,11.851,195.177,208.021,33.31,81,79,0
2.318,0.00010741,0.951,0.999,2.853,9.436,1.087,4.297,5.453,9.284,12.89,199.678,215.074,32.214,74,72,0
2.461,0.000125519,1.345,1.126,4.036,8.741,0.862,3.306,5.407,10.003,9.918,189.607,196.395,20.179,70,69,0
2.4,0.000112566,1.375,1.121,4.126,11.571,1.063,6.021,6.951,7.333,18.062,193.728,212.538,27.892,76,74,0
2.335,0.000137463,1.051,1.295,3.152,11.464,1.087,5.89,7.014,11.047,17.67,167.966,169.926,15.851,51,49,0
0.526,0.000036626,0.291,0.273,0.872,4.946,0.461,2.908,2.668,3.319,8.725,143.348,143.728,2.626,621,620,0
0.253,0.000015166,0.118,0.129,0.353,2.472,0.235,1.346,1.626,1.968,4.038,163.605,166.696,20.465,670,668,0
2.52,0.000162736,1.475,1.494,4.426,14.058,1.251,7.239,8.257,7.958,21.717,169.775,155.479,35.821,562,552,0
2.347,0.000142048,0.667,0.847,2,7.304,0.983,2.131,2.934,4.898,6.392,164.26,161.912,24.764,48,46,0
3.083,0.000199937,0.738,0.884,2.213,11.998,1.278,5.58,7.73,12.685,16.739,149.681,155.712,33.31,44,42,0
1.969,0.000127096,0.906,1.265,2.717,14.352,1.284,7.878,9.287,6.389,23.635,174.958,156.57,35.926,40,39,0
1.115,0.000063741,0.265,0.317,0.795,5.673,0.511,3.345,3,3.708,10.034,177.86,174.777,11.75,48,47,0
1.673,0.00010323,0.268,0.396,0.805,5.411,0.535,2.678,3.095,4.256,8.033,165.237,162.196,17.037,46,45,0
2.504,0.000165366,0.826,0.701,2.477,13.934,1.328,7.322,7.845,10.018,21.965,153.528,152.066,25.252,62,60,0
2.73,0.000185906,1.004,1.233,3.013,10.112,1.084,3.965,6.159,10.763,11.896,143.24,146.283,22.995,85,83,0
2.628,0.00014734,0.778,0.974,2.333,10.937,0.918,3.148,4.444,13.117,9.443,151.967,174.199,76.894,70,64,0
1.069,0.000063244,0.542,0.492,1.625,10.515,1.1,4.984,4.731,5.625,14.953,154.629,168.939,19.184,44,42,0
2.742,0.000205349,0.912,1.222,2.735,6.924,0.909,3.338,4.457,9.998,10.013,138.706,135.722,28.864,41,40,0
3.733,0.000180576,1.564,1.641,4.693,15.097,1.403,5.771,8.318,11.686,17.313,190.071,212.301,100.247,159,146,0
1.591,0.000105923,0.481,0.65,1.442,10.294,0.988,3.638,5.793,12.178,10.914,154.226,150.202,17.043,181,179,0
3.837,0.00019838,1.699,1.908,5.098,12.956,1.177,5.355,7.761,14.793,16.066,164.961,202.689,94.163,204,184,0
3.052,0.000204973,1.164,1.818,3.493,13.9,1.176,5.358,7.957,10.692,16.073,140.132,150.43,48.198,99,90,0
3.636,0.000249251,0.84,1.131,2.521,18.329,1.449,8.399,13.018,18.776,25.196,144.978,148.365,19.03,29,27,0
3.738,0.000270331,1.941,1.415,5.822,14.74,1.374,5.749,8.036,15.618,17.246,134.02,138.17,16.183,49,48,0
3.854,0.000274654,1.714,2.57,5.141,13.672,1.219,7.145,8.884,13.186,21.435,139.492,140.988,13.287,61,59,0
1.834,0.000120208,0.447,0.807,1.34,13.667,1.295,5.767,6.867,12.413,17.302,148.883,152.891,12.961,44,43,0
1.921,0.000125203,0.715,0.852,2.146,12.326,1.072,5.131,6.249,7.519,15.394,155.656,149.76,26.713,47,43,0
2.082,0.000127794,0.759,1.073,2.276,14.831,1.464,3.843,6.545,13.463,11.529,167.776,160.262,14.994,42,40,0
3.007,0.000197044,1.077,1.345,3.231,10.02,1.06,3.141,5.921,9.948,9.424,148.935,152.047,12.542,57,56,0
2.981,0.000167699,0.843,0.808,2.53,9.904,1.032,4.557,5.676,7.335,13.67,154.511,185.475,95.414,79,74,0
1.63,0.000130685,0.457,0.634,1.37,9.52,0.946,3.788,6.239,11.665,11.363,127.295,124.732,14.518,35,34,0
0.613,0.00002928,0.247,0.23,0.741,3.653,0.479,1.73,2.07,3.133,5.191,210.924,208.836,11.116,241,240,0
0.601,0.000031034,0.316,0.339,0.947,7.492,0.681,3.729,4.581,6.352,11.188,202.463,193.859,28.38,215,213,0
0.382,0.000017137,0.169,0.203,0.508,6.905,0.648,2.728,3.968,6.92,8.183,221.165,222.804,6.486,188,187,0
1.304,0.000065226,0.589,0.473,1.766,7.492,0.763,3.021,4.152,7.474,9.064,206.306,199.885,14.41,54,52,0
3.326,0.000180944,1.666,1.694,4.999,12.472,1.181,4.437,5.136,10.006,13.311,182.35,183.816,11.819,50,48,0
1.286,0.000066973,0.467,0.516,1.4,6.749,0.571,2.478,3.966,6.418,7.435,195.656,192.845,8.201,31,30,0
1.048,0.000057891,0.406,0.443,1.217,8.027,0.731,4.301,4.475,7.887,12.902,184.802,181.114,8.314,39,38,0
1.083,0.000060519,0.432,0.446,1.297,6.396,0.58,3.019,3.699,4.38,9.058,180.286,179.26,3.582,35,34,0
5.715,0.000372208,3.66,2.912,10.981,12.264,1.047,6.657,7.264,12.762,19.971,166.696,154.441,16.07,40,38,0
2.545,0.00015661,1.451,1.171,4.354,9.524,0.914,4.609,5.34,10.835,13.826,172.722,161.843,16.518,36,34,0
1.311,0.00007443,0.638,0.451,1.913,13.979,1.362,7.24,7.923,11.354,21.72,176.512,176.755,1.276,24,23,0
1.46,0.000086871,0.758,0.667,2.273,13.447,1.34,7.422,7.525,9.466,22.265,169.834,168.876,2.475,21,20,0
4.376,0.000279493,2.47,2.874,7.41,23.804,1.923,12.463,20.894,9.10988,37.388,150.333,153.73,17.823,23,21,0
2.548,0.000142647,1.012,1.006,3.036,10.9,1.024,4.157,6.623,7.552,12.471,177.969,177.951,22.172,118,112,0
1.74,0.000096902,0.696,0.709,2.089,11.185,1.069,4.209,5.972,11.373,12.626,176.325,180.143,24.53,217,213,0
2.629,0.000136354,1.378,1.394,4.133,11,1.182,4.566,6.497,10.708,13.699,195.359,193.732,18.773,160,156,0
2.974,0.000158551,1.388,1.652,4.164,12.487,1.202,4.314,5.83,5.718,12.943,184.964,189.441,24.278,129,117,0
3.308,0.000182753,1.422,1.111,4.266,8.446,0.709,4.125,5.733,4.969,12.374,179.006,179.329,2.604,27,25,0
1.255,0.000068516,0.514,0.686,1.541,9.918,0.927,4.025,5.777,8.226,12.075,182.324,183.092,13.872,86,85,0
2.463,0.000133752,1.303,1.446,3.908,12.213,1.245,5.229,8.93,13.055,15.687,185.783,183.841,12.875,80,78,0
2.539,0.000152318,1.416,1.522,4.248,18.13,1.559,8.359,12.202,18.404,25.078,160.034,166.974,16.243,49,47,0
2.628,0.000144254,1.177,1.349,3.532,14.604,1.256,6.389,10.215,14.174,19.168,176.056,180.361,14.792,40,38,0
2.072,0.000110181,0.992,1.029,2.975,11.403,1.278,3.99,6.203,9.485,11.969,187.168,187.027,13.689,57,55,0
0.608,0.000032978,0.313,0.436,0.939,7.22,0.696,2.643,3.684,7.437,7.93,177.963,184.741,11.337,64,63,0
2.361,0.000128169,1.281,1.371,3.843,11.737,1.14,6.308,8.057,7.99,18.924,178.299,183.584,22.427,78,76,0
2.398,0.000150278,1.383,1.753,4.148,10.53,1.083,4.668,6.604,11.669,14.005,163.734,160.877,8.014,54,53,0
0.471,0.000033837,0.186,0.23,0.558,2.793,0.26,1.183,1.52,2.576,3.548,138.697,139.265,2.273,176,175,0
4.319,0.000317122,2.774,1.708,8.322,13.924,1.195,8.558,6.036,8.585,25.675,136.805,136.026,4.846,258,256,0
1.543,0.000103357,1.004,0.648,3.012,17.447,1.694,11.171,6.851,9.395,33.513,149.185,149.272,1.886,426,425,0
2.864,0.000212119,1.108,1.147,3.324,7.692,1.062,2.555,4.647,11.916,7.666,136.872,135.113,11.25,74,70,0
3.878,0.00030114,1.795,1.675,5.386,11.574,1.212,3.994,5.69,13.043,11.982,123.985,128.715,16.138,71,68,0
3.453,0.000266896,1.69,2.003,5.071,9.537,1.066,2.862,4.821,10.091,8.586,130.51,129.56,8.739,48,47,0
2.049,0.000153553,0.6,0.895,1.799,9.652,1.175,3.297,5.553,8.557,9.891,132.92,132.656,8.137,54,50,0
1.441,0.000105492,0.437,0.4,1.31,9.142,0.811,3.515,5.522,7.478,10.544,140.016,136.484,9.434,50,49,0
3.602,0.000279772,1.804,1.79,5.411,12.725,1.034,7.12,7.225,12.846,21.36,118.503,128.535,20.782,90,87,0
2.68,0.000207475,1.01,1.057,3.029,15.145,1.501,5.717,10.919,18.244,17.152,124.106,129.827,21.883,104,103,0
1.927,0.00013498,0.762,0.651,2.286,9.169,0.887,4.138,5.616,8.988,12.414,146.064,142.733,20.484,76,73,0
2.385,0.000163473,1.048,1.098,3.143,10.006,0.967,3.718,5.792,11.143,11.153,145.354,146.307,24.69,96,93,0
2.461,0.000215938,1.008,0.999,3.024,9.322,0.847,4.85,6.126,7.308,14.551,117.776,113.982,17.076,62,61,0
3.329,0.000194101,1.788,2.073,5.365,12.158,1.105,5.336,6.749,10.319,16.009,164.749,170.862,25.881,223,217,0
2.156,0.000151323,0.964,0.969,2.891,14.438,1.36,5.152,8.649,16.68,15.455,141.603,141.867,24.849,242,237,0
3.228,0.000223291,1.445,1.725,4.335,14.62,1.411,6.046,9.039,17.339,18.139,142.195,144.143,16.085,181,178,0
4.34,0.000285428,1.924,2.288,5.772,13.003,1.325,5.473,8.701,14.452,16.418,144.82,153.038,22.658,246,238,0
7.038,0.000508256,3.07,2.795,9.21,19.951,1.671,10.595,14.703,22.377,31.785,135.115,136.638,17.066,45,42,0
1.997,0.000158895,0.872,0.882,2.615,14.287,1.253,6.732,7.874,13.8,20.197,122.755,125.759,10.002,54,53,0
4.995,0.00039882,2.643,2.105,7.928,13.251,1.245,6.796,7.201,10.828,20.387,123.293,126.585,10.132,56,52,0
1.917,0.000153518,0.589,0.851,1.766,14.416,1.414,5.304,7.77,19.072,15.911,127.337,126.48,19.488,65,63,0
5.127,0.000398111,2.721,2.51,8.162,9.846,0.965,4.593,6.806,8.303,13.78,126.492,130.35,14.387,63,60,0
1.757,0.00013284,0.808,0.69,2.425,7.571,0.74,2.72,3.927,11.928,8.16,128.142,132.244,7.14,47,44,0
2.912,0.000226205,1.141,1.266,3.423,15.489,1.456,6.433,10.138,14.239,19.3,129.727,128.388,13.593,79,77,0
3.788,0.000274883,1.786,1.484,5.359,15.702,1.367,6.374,11.094,18.818,19.123,126.131,135.943,46.764,75,70,0
1.809,0.00014851,0.68,0.843,2.04,7.881,0.782,2.69,4.543,11.073,8.069,119.26,121.63,8.028,62,60,0
